Sr No	StopCode	  StopName	LatLong	Type	Direction	Road Name	Depot	ROUTE 1	ROUTE 2	ROUTE 3	ROUTE 4	ROUTE 5	ROUTE 6	ROUTE 7	ROUTE 8	ROUTE 9	ROUTE 10	ROUTE 11	ROUTE 12	ROUTE 13	ROUTE 14	ROUTE 15	ROUTE 16	ROUTE 17	ROUTE 18	ROUTE 19	ROUTE 20	ROUTE 21	ROUTE 22	ROUTE 23	ROUTE 24	ROUTE 25	ROUTE 26	ROUTE 27	ROUTE 28	ROUTE 29	ROUTE 30
4800	25063	Dindoshi Bus Stn	19.175709,72.865646	Pole	Up	Gen AK Vaidya Marg 	Dindoshi	646																													
4810	25073	Durga Nagar	19.1944179534912,72.868194580078125	pole	Up	Lokhandwala Marg	Dindoshi	2884																													
4814	25075	DURGAMATA MANDIR	19.2029018402099,72.86309814453125	Pole	Dn	Sir Aliyavar Jung Marg	Dindoshi	2870	3004	7015																											
4827	25084	Ganga Bawadi	19.1973228454589,72.868461608886719	pole	Up	Lokhandwala Marg	Dindoshi	2884																													
4828	25085	Gautam Nagar	19.2000732421875,72.878456115722656	pole	Dn	Akurli Road	Dindoshi	2820																													
4829	25086	Gautam Nagar	19.2002582550048,72.878349304199219	pole	Up	Akurli Road	Dindoshi	2820																													
4836	25093	Goregaon Ch.naka	19.1667308807373,72.858184814453125	Pole	Up	Sir Aliyavar Jung Marg	Dindoshi	2250	3481	5251	4491	4881	5231	401	3260	3981	4601	4891	4691	4641	4701	4781	4981														
4848	25105	Goregaon Station(E)	19.1650981903076,72.851226806640625	Shelter	Up	Station Road	Dindoshi	4520																													
4854	25111	Green Meadows	19.197244644165,72.8702621459961	pole	Up	Lokhandwala Marg	Dindoshi	2884																													
4862	25119	Hanuman Nagar	19.2011222839355,72.8663101196289	pole	Dn	Akurli Road	Dindoshi	2820	2884	2894	7085																										
4863	25120	Hanuman Nagar	19.2013721466064,72.866294860839844	pole	Up	Akurli Road	Dindoshi	2820	2884	2894	7085																										
4880	25137	Kadam Wadi(Kandivali-E)	19.1956806182861,72.8681640625	pole	Up	Lokhandwala Marg	Dindoshi	2884																													
4882	25139	Kandivali Bus Station(E)	19.2018089294433,72.853652954101562	Shelter	Up	AKURLI MARG	Dindoshi	2870																													
4885	25142	Kandivali Bus Station(E)	19.2017555236816,72.853271484375	Shelter	Up	AKURLI MARG	Dindoshi	2820	2894																												
4886	25143	Kandivali Bus Station(E)	19.2015876770019,72.85394287109375	Shelter	Up	AKURLI MARG	Dindoshi	2884																													
4891	25148	Kranti Nagar	19.1941776275634,72.872627258300781	pole	Up	Lokhandwala Marg	Dindoshi	2884	6250																												
4897	25154	Kurar Village	19.1848983764648,72.858573913574219	Shelter	Dn	Sir Aliyavar Jung Marg	Dindoshi	2250	4401	401	3481	4491	4481	4407																							
4899	25156	Kurar Village	19.1845512390136,72.85821533203125	Shelter	Up	Sir Aliyavar Jung Marg	Dindoshi	2250	4891	4911	7061	7181																									
4907	25164	M.Gate No.4	19.2002334594726,72.875419616699219	pole	Dn	Akurli Road	Dindoshi	2820																													
4908	25165	M.Gate No.4	19.2005672454833,72.875541687011719	pole	Up	Akurli Road	Dindoshi	2820	2894																												
4912	25169	Mahanand Dairy	19.15083694458,72.856277465820312	Shelter	Up	Sir Aliyavar Jung Marg	Dindoshi	401	3481	2250	4491	5231	2261	4611	4981	5241	3091	4911	4881	4591	5251	4641	4701														
4922	25179	Mayur Nagar	19.1556415557861,72.8842544555664	Pole	Dn	Mayur Nagar Rd.	Dindoshi	4520																													
4923	25180	Mayur Nagar	19.1556415557861,72.8842544555664	Pole	Up	Mayur Nagar Rd.	Dindoshi	4520																													
4925	25182	Mhada Colony	19.1961154937744,72.8725814819336	Shelter	Up	Lokhandwala Marg	Dindoshi	2884	6250																												
4936	25193	Narsi Pada	19.2012767791748,72.864936828613281	pole	Dn	Akurli Road	Dindoshi	2820	2884	2894	7085																										
4937	25194	Narsi Pada	19.2014732360839,72.865020751953125	pole	Up	Akurli Road	Dindoshi	2820	2884	2894	7085																										
4961	25218	Otis Company	19.2003364562988,72.8774642944336	pole	Up	Akurli Road	Dindoshi	2820	2894																												
4970	25227	Pathanwadi	19.1794700622558,72.858070373535156	Shelter	Up	Sir Aliyavar Jung Marg	Dindoshi	3450	2250	401	3481	4981	3091	2261	4891	4491	4611	5241	7061	7181	4911	4641	4701	4781													
4989	25244	Pushpa park	19.1880130767822,72.858551025390625	Shelter	Dn	Sir Aliyavar Jung Marg	Dindoshi	401	4401	2250	3481	4491	4481	7181	716	726																					
4993	25248	Pushpa park	19.1877632141113,72.858230590820312	Shelter	Up	Sir Aliyavar Jung Marg	Dindoshi	2250	3481	4891	4911	7061	27	7181	716	726	606																				
5013	25268	Sai Garden	19.1991825103759,72.872840881347656	Shelter	Up	AKURLI MARG	Dindoshi	2884	7085																												
5020	25273	Sambhaji Nagar	19.2008972167968,72.8636245727539	pole	Dn	Akurli Road	Dindoshi	2820	2884	2894	7085																										
5023	25276	Sambhaji Nagar	19.2005100250244,72.861869812011719	pole	Dn	Service Road	Dindoshi	2870	3004	7015																											
5052	25305	Tabela (Central Dairy)/ Unit No.30	19.1570072174072,72.882904052734375	Pole	Dn	Mayur Nagar Rd.	Dindoshi	4520																													
5053	25306	Tabela (Central Dairy)/ Unit No.30	19.1570072174072,72.882904052734375	Pole	Up	Mayur Nagar Rd.	Dindoshi	4520																													
5066	25319	UNIT NO 7(AAREY CLY.)	19.1591148376464,72.882308959960938	Pole	up	Aarey Dairy Rd.	Dindoshi	4520																													
5079	25332	UNIT NO 7(AAREY CLY.)	19.1591148376464,72.882308959960938	Pole	Dn	Mayur Nagar Rd.	Dindoshi	4520																													
5092	25345	Vasa Hospital/ Tractor Gate No. 3	19.2006320953369,72.871719360351562	Shelter	Dn	Akurli Road	Dindoshi	2820	2884	2894	7085																										
5093	25346	Vasa Hospital/ Tractor Gate No. 3	19.2008953094482,72.870887756347656	pole	Up	Akurli Road	Dindoshi	2820	2884	2894	7085																										
5103	25360	Aarey Road Subway	19.148191,72.876534	Pole	Up	Arey Road	Dindoshi	646																													
5104	25361	St Thomas Highschool	19.16333,72.849022	Pole	Up	Madhukar Digambar Deshpande  Rd	Dindoshi	646																													
5105	25362	St Thomas Highschool	19.163303,72.849022	Pole	Dn	Madhukar Digambar Deshpande  Rd	Dindoshi	646																													
5108	25365	Pandurang wadi/ Masurashram	19.173574,72.850616	Pole	Up	Masurashram Rd	Dindoshi	646																													
5110	25367	PL Deshpande Udyan	19.227198,72.840614	Pole	Up	Masurashram Rd	Dindoshi	646																													
5111	25368	PL Deshpande Udyan	19.227198,72.840614	Pole	Dn	Masurashram Rd	Dindoshi	646																													
5112	25369	Vinayak Maharaj Masurkar Chowk	19.137777,72.854683	Pole	Up	Goregaon Mulund Link Rd	Dindoshi	646																													
5113	25370	Vinayak Maharaj Masurkar Chowk	19.137777,72.854683	Pole	Dn	Goregaon Mulund Link Rd	Dindoshi	646																													
5122	29009	ANAND HOSPITAL	19.2577972412109,72.859321594238281	POLE	DN	ABHINAV NGR RD NO 9	Magothane	2300	2080																												
5124	29011	ANAND HOSPITAL	19.2577571868896,72.859207153320312	POLE	UP	ABHINAV NGR RD NO 11	Magothane	2300	2080																												
5139	29026	ASHOK VAN	19.2423553466796,72.866592407226562	SHELTER	DN	ANAND NAGAR ROAD	Magothane	2300	2330	3010	2980	2280																									
5140	29027	ASHOK VAN	19.2424278259277,72.866905212402344	SHELTER	UP	ANAND NAGAR ROAD	Magothane	2300	2330	3010																											
5141	29028	ASHOK VAN	19.242357,72.866905	POLE	UP	SANT GADGEBABA RD.	Magothane	2280	2980																												
5146	29033	AVDHUT NAGAR	19.2565670013427,72.859329223632812	POLE	DN	CH. SHIVAJI SERVICE RD	Magothane	2300	2080																												
5147	29034	AVDHUT NAGAR	19.2563152313232,72.858970642089844	POLE	UP	CH. SHIVAJI SERVICE RD	Magothane	2300	2080																												
5153	29040	B.H.A.D.	19.2056236267089,72.86572265625	SHELTER	DN	NEW GOLDEN NEST ROAD	Magothane	0401	2250	3481	4401	4481	0716	0726	2870	3004	7015																				
5155	29042	B.H.A.D.	19.2069053649902,72.866180419921875	SHELTER	UP	NEW GOLDEN NEST ROAD	Magothane	0401	2250	3481	4401	4481	4701	4781	4891	4981	5241	0606																			
5159	29046	B.H.A.D.	19.2053279876708,72.864692687988281	POLE	UP	WESTERN EXP.HIGHWAY	Magothane	2870	3004																												
5180	29067	BHAYANDER PADA	19.2841415405273,72.864692687988281	POLE	DN	BHAKTI VEDANT SWAMI RD	Magothane	7001	4911	0616	7007	4587																									
5184	29071	BMC SCHOOL	19.2400302886962,72.8670883178711	POLE	DN	SHIV VALLABH X ROAD	Magothane	2330																													
5185	29072	BMC SCHOOL	19.2397899627685,72.867240905761719	POLE	UP	SHIV VALLABH X ROAD	Magothane	2330																													
5194	29081	BORIVALI STN (E)	19.2292594909667,72.85760498046875	POLE	UP	BORIVALI STN ROAD	Magothane	2330	2980	3010																											
5201	29088	BORIVALI STN (E)	19.2312297821044,72.857963562011719	POLE	UP	BORIVALI STN ROAD	Magothane	2330	2980	3010																											
5204	29091	BORIVALI STN (E)	19.2316169738769,72.857612609863281	POLE	UP	KASTURBA RD. NO 7	Magothane	3481	4481	2250																											
5206	29093	BORIVALI STN (E)	19.2312297821044,72.857963562011719	SHELTER	UP	MAHATMA GANDHI RD	Magothane	2930	2970	2980	3010	2330	2280																								
5213	29100	CHOGALE NAGAR	19.2383441925048,72.867385864257812	POLE	DN	SWAMI VIVEKANAND RD	Magothane	2330																													
5214	29101	CHOGALE NAGAR	19.2383441925048,72.867385864257812	POLE	UP	SWAMI VIVEKANAND RD	Magothane	2330																													
5217	29104	CORPORATION BANK	19.2597675323486,72.8630142211914	SHELTER	DN	SWAMI VIVEKANAND RD	Magothane	2300	2080																												
5218	29105	CORPORATION BANK	19.2598991394042,72.862991333007812	POLE	UP	SWAMI VIVEKANAND RD	Magothane	2300	2080	2094																											
5220	29107	COSMOS SCHOOL	19.236773,72.868996	POLE	UP	SWAMI VIVEKANAND RD	Magothane	2930																													
5224	29111	DAHISAR CHECK NAKA	19.2577018737792,72.8713150024414	POLE	UP	SWAMI VIVEKANAND RD	Magothane	2250	3481	2070	4380	0126	0716	0726	7007	7077	0027	4587	4911	0708	7001	7015	7021	7035	7051	7061	7071	7085	7091	7101	7181	7201					
5225	29112	DAHISAR CHECK NAKA	19.2583179473876,72.872566223144531	SHELTER	DN	KETKI PADA MARG	Magothane	2070	2250	3480	4380	0126																									
5230	29117	DATTANI PARK	19.2113780975341,72.868270874023438	SHELTER	UP	KETKI PADA MARG	Magothane	0401	2250	3481	4401	4481	4701	4781	4891	4981	5241	0606	4911	7015	7061	7085	7181	0716	0726	4380	2261	3091	4611	4641	4407	4617	5247	0708	0768	0778	
5237	29124	DEVI PADA	19.2246875762939,72.864501953125	SHELTER	DN	DAULAT NGR RD NO 4	Magothane	0401	2250	3481	4701	4781	4891	4981	5241	7051	7101	4380	4911	7015	7061	7085	7181	4000	2094	7035	7091	5247									
5238	29125	DEVI PADA	19.2257747650146,72.863731384277344	POLE	UP	DAULAT NGR RD NO 4	Magothane	0401	2250	3481	4000	4701	4781	4891	4981	5241	4380	4911	7015	7061	7085	7181	7035	7051	7091	7101	5247										
5251	29138	GANESH MANDIR	19.2359504699707,72.8640365600586	POLE	DN	DHIRAJ UPVAN ROAD	Magothane	2330	3010	2280																											
5253	29140	GANESH MANDIR	19.2363128662109,72.863960266113281	SHELTER	UP	DHIRAJ UPVAN ROAD	Magothane	2330	3010	2280																											
5277	29164	GOKULANAND HOTEL	19.2439422607421,72.864952087402344	POLE	DN	SUHASINI PAWASKAR RD	Magothane	2300	2980																												
5279	29166	GOKULANAND HOTEL	19.2440204620361,72.865150451660156	SHELTER	UP	SHIV VALLABH ROAD	Magothane	2300	2980																												
5297	29184	JAGARDEV COMPOUND	19.236986,72.869682	POLE	UP	SHIV VALLABH ROAD	Magothane	2930																													
5310	29197	JAYA NAGAR	19.2296504974365,72.856498718261719	POLE	DN	RATAN NAGAR ROAD	Magothane	2300																													
5311	29198	JAYA NAGAR	19.22998046875,72.856353759765625	POLE	UP	LINK ROAD(UNDER FLY OVER)	Magothane	2300																													
5343	29230	MAGATHANE DEPOT	19.2203636169433,72.865493774414062	SHELTER	UP	SARASWATI COMPLEX RD	Magothane	0401	2250	3481	4701	4781	4891	4981	5241	0606	4380	4911	7015	7061	7085	7181	4000	2094	7035	2231	6290	2261	3091	4611	4641	4407	4617	5247	0768	0778	
5365	29252	MERCURY BULDG.	19.2101211547851,72.874794006347656	SHELTER	DN	60 FEET ROAD	Magothane	2870																													
5366	29253	MERCURY BULDG.	19.2102699279785,72.874839782714844	SHELTER	UP	60 FEET ROAD	Magothane	2870																													
5368	29255	MGT.TEL.EXC./BHOR	19.216905593872,72.866744995117188	SHELTER	UP	60 FEET ROAD	Magothane	0401	2250	3481	4401	4481	4701	4781	4891	4981	5241	4911	7015	7061	7085	7181	4000	2094	7035	2231	6290	2261	3091	4611	4641	4407	4617	5247	4380		
5382	29269	N.L.COMPLEX JN.	19.2596168518066,72.865020751953125	POLE	DN	S.N. DUBEY ROAD	Magothane	2300																													
5387	29274	NANCY COLONY	19.2383823394775,72.864570617675781	SHELTER	DN	S.N. DUBEY ROAD	Magothane	2330	3010	2280																											
5389	29276	NANCY COLONY	19.2383441925048,72.864501953125	POLE	UP	S.N. DUBEY ROAD	Magothane	2330	3010	2280																											
5411	29298	OMKARESHWAR MANDIR/N.PARK	19.231453,72.862419	SHELTER	UP	CHATRAPATI SHIVAJI RD	Magothane	2930	2280	2970	2980	3010	4770	2330	7001	7007	4587																				
5470	29357	SAIBABA MANDIR/MARKET	19.2415180206298,72.868522644042969	POLE	DN	SAMBHAJI NAGAR ROAD	Magothane	2300																													
5471	29358	SAIBABA MANDIR/MARKET	19.2416687011718,72.868614196777344	POLE	UP	SAMBHAJI NAGAR ROAD	Magothane	2300																													
5473	29360	SAMATA NAGAR	19.2056884765625,72.869056701660156	SHELTER	DN	SAMBHAJI NAGAR ROAD	Magothane	2870	4000																												
5474	29361	SAMATA NAGAR	19.2060108184814,72.869140625	SHELTER	UP	SAMBHAJI NAGAR ROAD	Magothane	2870	4000																												
5479	29366	SAMBHAJI NAGAR	19.2416687011718,72.868614196777344	POLE	UP	SHAMNARAYAN THAKUR RD	Magothane	2300																													
5486	29373	SAVARKAR NGR	19.2430572509765,72.8652114868164	POLE	DN	SHAMNARAYAN THAKUR RD	Magothane	2330	3010	2280																											
5487	29374	SAVARKAR NGR	19.2428970336914,72.865081787109375	POLE	UP	SHAMNARAYAN THAKUR RD	Magothane	2330	3010	2280																											
5489	29376	SAVARPADA	19.235918,72.865601	POLE	UP	SHAMNARAYAN THAKUR RD	Magothane	2930																													
5497	29384	SHAILANDRA SCHOOL	19.2444229125976,72.863410949707031	POLE	DN	LINK ROAD	Magothane	2300																													
5499	29386	SHAKTI NAGAR	19.259874343872,72.861900329589844	POLE	UP	CH. SHIVAJI RD NO 3	Magothane	2300	2080	2094																											
5502	29389	SHANTI VAN	19.2335357666015,72.864151000976562	SHELTER	DN	MIDC X ROAD	Magothane	2330	3010	2280	2930																										
5504	29391	SHANTI VAN	19.2336044311523,72.863983154296875	POLE	UP	SANT DNYANESHWAR RD	Magothane	2330	3010	2280	2930																										
5505	29392	SHANTI VAN	19.23455,72.865799	POLE	UP	ST DNYANESHWAR X RD	Magothane	2930																													
5541	29428	SUDAMA NAGAR	19.236078,72.866867	POLE	UP	SAVARPADA ROAD	Magothane	2930																													
5561	29448	THAKUR VILLAGE	19.210090637207,72.877128601074219	POLE	DN	120 FEET ROAD	Magothane	2870																													
5562	29449	THAKUR VILLAGE	19.2102737426757,72.877029418945312	POLE	UP	120 FEET ROAD	Magothane	2870																													
5588	05008	Andheri Fire Briga	19.1124820709228,72.841880798339844	Shelter	DN	S.V.Road	S'Cruz	0041	0841	2010	2,021	2250	2,530	3,240	4220																						
5589	05009	Andheri Fire Briga	19.1122093200683,72.841384887695312	Shelter	UP	S.V.Road	S'Cruz	0041	0841	2010	2021	2530	3240	2250	4220																						
5591	05011	Arogyanidhi Hospital	19.1114444732666,72.828262329101562	Shelter	UP	Parulekar Rd.	S'Cruz	280	801	2030	3,550	6270																									
5594	05014	Arya Samaj	19.0795364379882,72.834457397460938	Shelter	UP	V.P.Road	S'Cruz	380	2010	2220	3,840	4220	2,000																								
5595	05015	Arya Samaj	19.0793914794921,72.8342056274414	Pole	UP	V.P.Road	S'Cruz	280	801	560	2,000	3551	3,561	811																							
5600	05020	Balkanji Bari	19.0845718383789,72.832717895507812	Shelter	UP	Juhu Tara Rd	S'Cruz	280	560	801	2,310	2551	3,551	6,300																							
5602	05022	Chandan Cinema	19.1149272918701,72.8275146484375	Shelter	UP	M.D.Road	S'Cruz	280	560	801	2,030	3551																									
5604	05024	Cooper Hospital	19.1077404022216,72.836708068847656	Shelter	UP	Gulmohar Road	S'Cruz	330	790	2240	2,290	2410	7,071	380	2220																						
5608	05028	D.N.Nagar	19.1240653991699,72.830757141113281	Shelter	DN	Cosmopolitan Rd	S'Cruz	330	790	2220	2,240	2290	2,410	2,570	4240	7,071																					
5609	05029	D.N.Nagar	19.1239318847656,72.830268859863281	Shelter	UP	Cosmopolitan Rd	S'Cruz	330	790	2220	2,240	2290	2,410	2,570	4240	7,071																					
5613	05033	ESIC Nagar	19.1208782196044,72.830085754394531	Shelter	DN	Cosmopolitan Rd	S'Cruz	330	790	2220	2240	2290	2410	2570	4240	7071	47	7077																			
5615	05035	ESIC Nagar	19.1212692260742,72.829673767089844	Shelter	UP	Cosmopolitan Rd	S'Cruz	330	2220	2240	2,410	2290	790	2,551	3301	4,250	7,071	3551																			
5617	05037	Gagandeep	19.113718,72.836624	Shelter	UP	Gulmohar Road	S'Cruz	790	2220	2240	2,290	2410	2,551	7,071																							
5621	05041	Golden Tobacco	19.1043033599853,72.839286804199219	Shelter	UP	S.V.Road	S'Cruz	2,010	2530	3240	4,220	2250																									
5627	05047	Irla Masjid	19.1116847991943,72.837577819824219	Shelter	DN	Gulmohar Road	S'Cruz	330	790	2240	2,290	2410	7,071	380	2220	2,551	6,270																				
5628	05048	Irla Masjid	19.1109943389892,72.837066650390625	Shelter	UP	Gulmohar Road	S'Cruz	330	790	2240	2,290	2410	380	2,220	7071	6,270																					
5630	05050	J V P D	19.1162204742431,72.8309097290039	Shelter	DN	Gulmohar Road	S'Cruz	330	380	790	2220	2240	2410	2551	7071	126	7077																				
5631	05051	J V P D	19.1159038543701,72.831336975097656	Shelter	UP	Gulmohar Road	S'Cruz	330	380	790	2,030	2220	2,240	2,410	2560	2,290	2,210	3280	2,551	4,240	7071	7,077	126	4250	3,360												
5633	05053	J.Koliwada	19.0858116149902,72.828231811523438	Shelter	UP	Juhu Tara Rd	S'Cruz	47	280	560	801	2240	2,310	2,551	3551																						
5639	05059	Juhu Bus Stn.	19.1066379547119,72.826820373535156	Shelter	UP	Parulekar Rd.	S'Cruz	280	801																												
5645	05065	Juhu Chowpaty	19.0968856811523,72.826858520507812	Shelter	UP	Juhu Tara Rd	S'Cruz	280	560	801	2,030	2240	2,551	2,560	3551	2,310	47																				
5651	05071	Juhu Shopping Ctr.	19.11537,72.83477	Shelter	UP	Gulmohar Road	S'Cruz	790	2220	2240	2,290	2410	2,551	2,210	7071	380	2,030	2560	3,360																		
5653	05073	Juhu Tara Rd	19.0901336669921,72.827392578125	Pole	UP	Juhu Tara Rd	S'Cruz	280	560	801	2240	2310	2,551	3551																							
5656	05076	JVPD Bus Stn.	19.1165962219238,72.829231262207031	Shelter	UP	Military Road	S'Cruz	280	801	2030	3551	560																									
5663	05083	Kashibai	19.084056854248,72.837318420410156	Shelter	UP	S.V.Road	S'Cruz	380	2010	2220	3,840	4220																									
5666	05086	Khira nagar	19.0873069763183,72.83795166015625	Shelter	UP	S.V.Road	S'Cruz	41	841	2010	2,250	3240	3,840																								
